risk_profile,row_index,customer_id,probability,feature,feature_value,shap_value
low,46,12681,0.03567768651001671,category_affinity_07,0.016268845823518903,-0.006265808477043879
low,46,12681,0.03567768651001671,category_affinity_08,0.010503490675941118,-0.0008754831424505977
low,46,12681,0.03567768651001671,category_affinity_09,0.007158224134558966,-0.0038025240961417485
low,46,12681,0.03567768651001671,category_affinity_10,0.11250138181447117,-0.001533478562062879
low,46,12681,0.03567768651001671,category_affinity_11,0.040948477453039554,-0.007735482682753659
low,46,12681,0.03567768651001671,category_affinity_12,0.006914174440258844,-0.0016125493468662374
low,46,12681,0.03567768651001671,category_affinity_13,0.01820211056216464,-0.0021326518100942917
low,46,12681,0.03567768651001671,category_affinity_14,0.057041301371610294,-0.007093078724639159
low,46,12681,0.03567768651001671,category_affinity_15,0.07498150494476992,-0.0018295435448271921
low,46,12681,0.03567768651001671,category_affinity_16,0.003039991836665277,-0.0016039021919226504
low,46,12681,0.03567768651001671,category_affinity_17,0.004719427886291549,-0.0004514283735421739
low,46,12681,0.03567768651001671,category_affinity_18,0.04256413745014837,-0.0017730737099458348
low,46,12681,0.03567768651001671,category_affinity_19,0.03428175409654843,-0.0027618980849284476
low,46,12681,0.03567768651001671,category_affinity_20,0.06199542513116606,-0.0007203171734011692
low,46,12681,0.03567768651001671,category_affinity_21,0.03581195418328386,-0.0065103525024009885
low,46,12681,0.03567768651001671,category_affinity_22,0.0021989982908017917,-0.0009931370172393931
low,46,12681,0.03567768651001671,category_affinity_23,0.02167110264543065,-0.00013659817458907243
low,46,12681,0.03567768651001671,category_affinity_24,0.0037500318880262585,-0.00022653401429099032
low,46,12681,0.03567768651001671,category_affinity_25,0.02293599435369348,-0.0030323434963540584
low,46,12681,0.03567768651001671,category_affinity_26,0.029211132747727436,-0.0022673406128330908
low,46,12681,0.03567768651001671,category_affinity_27,0.01836750312502657,-0.001540124564709772
low,46,12681,0.03567768651001671,category_affinity_28,0.021377732803850368,-0.0038213272775670442
low,46,12681,0.03567768651001671,category_affinity_29,0.025984914837711197,-0.00878862312741641
borderline,21,12468,0.19547504896995008,frequency_orders,5.0,-0.012611231356321214
borderline,21,12468,0.19547504896995008,avg_order_value,647.7479999999999,-0.001396301692612516
borderline,21,12468,0.19547504896995008,avg_basket_units,435.4,-0.004737313050096967
borderline,21,12468,0.19547504896995008,avg_distinct_products_per_order,29.0,-0.0017143605856932867
borderline,21,12468,0.19547504896995008,recency_days,97.0513888888889,-0.04574775095985844
borderline,21,12468,0.19547504896995008,customer_tenure_days,592.1118055555555,0.010436939258452464
borderline,21,12468,0.19547504896995008,unique_product_count,126.0,-0.032669400860891984
borderline,21,12468,0.19547504896995008,net_spend,3192.55,-0.06001618851083025
borderline,21,12468,0.19547504896995008,mean_interpurchase_gap_days,123.76510416666666,3.3122148078150154e-06
borderline,21,12468,0.19547504896995008,variance_interpurchase_gap_days,2930.642028205777,-0.02683670188924841
borderline,21,12468,0.19547504896995008,purchase_frequency_trend,0.0,0.005916136162105521
borderline,21,12468,0.19547504896995008,seasonal_purchase_concentration,0.2,-0.03788225754234544
borderline,21,12468,0.19547504896995008,return_rate,0.0078089113458888375,-0.012684462776851311
borderline,21,12468,0.19547504896995008,markdown_affinity_proxy,0.4,-0.005431984593664122
borderline,21,12468,0.19547504896995008,mean_product_popularity,0.0006824005365090096,0.0007428801254662305
borderline,21,12468,0.19547504896995008,median_product_popularity,0.000565974159989049,0.0020315378651019956
borderline,21,12468,0.19547504896995008,max_product_popularity,0.0025718918805083765,-0.0029022968166972653
borderline,21,12468,0.19547504896995008,rare_product_share,0.0,0.0006812286991604535
borderline,21,12468,0.19547504896995008,category_affinity_01,0.0,0.0006232116898426017
borderline,21,12468,0.19547504896995008,category_affinity_02,0.04279442005224252,-0.010194022159625223
borderline,21,12468,0.19547504896995008,category_affinity_03,0.15616566936524695,-0.0004805771922154442
borderline,21,12468,0.19547504896995008,category_affinity_04,0.002408343985624039,-0.004412257254220786
borderline,21,12468,0.19547504896995008,category_affinity_05,0.0,-0.001008044879203129
borderline,21,12468,0.19547504896995008,category_affinity_06,0.00463143074158469,-0.0017430754393345264
borderline,21,12468,0.19547504896995008,category_affinity_07,0.023527668167250226,-0.005728908321608555
borderline,21,12468,0.19547504896995008,category_affinity_08,0.030567442894458948,-0.001809459657526442
borderline,21,12468,0.19547504896995008,category_affinity_09,0.0,-0.0041997422138423494
borderline,21,12468,0.19547504896995008,category_affinity_10,0.13722929287315436,-0.0018868800885960104
borderline,21,12468,0.19547504896995008,category_affinity_11,0.07988909267184152,-0.0088587627828453
borderline,21,12468,0.19547504896995008,category_affinity_12,0.00926286148316938,-0.0029784513627042902
borderline,21,12468,0.19547504896995008,category_affinity_13,0.00463143074158469,-0.004261654644889615
borderline,21,12468,0.19547504896995008,category_affinity_14,0.11689731191759758,-0.008770019489316563
borderline,21,12468,0.19547504896995008,category_affinity_15,0.07052125209186287,-0.003166976996925704
borderline,21,12468,0.19547504896995008,category_affinity_16,0.06493265899701736,-0.0011514039415053876
borderline,21,12468,0.19547504896995008,category_affinity_17,0.0,0.001170228285805236
borderline,21,12468,0.19547504896995008,category_affinity_18,0.007873432260693973,-0.000328943378929566
borderline,21,12468,0.19547504896995008,category_affinity_19,0.009077604253505994,-0.002745431596809206
borderline,21,12468,0.19547504896995008,category_affinity_20,0.0,0.0021910090790767884
borderline,21,12468,0.19547504896995008,category_affinity_21,0.0696381926304674,-0.003882367979772482
borderline,21,12468,0.19547504896995008,category_affinity_22,0.0018155208507011984,-0.0019991171989397895
borderline,21,12468,0.19547504896995008,category_affinity_23,0.004816687971248078,0.00027442892436528544
borderline,21,12468,0.19547504896995008,category_affinity_24,0.0,0.0008331310265107614
borderline,21,12468,0.19547504896995008,category_affinity_25,0.0030721823919178442,-0.00017260483614650599
borderline,21,12468,0.19547504896995008,category_affinity_26,0.03549219758301068,-0.00269204306092669
borderline,21,12468,0.19547504896995008,category_affinity_27,0.0,-0.0023072257393855337
borderline,21,12468,0.19547504896995008,category_affinity_28,0.017228922358695047,-0.0017548547666935768
borderline,21,12468,0.19547504896995008,category_affinity_29,0.016395264825209806,-0.00822141758133948
high,630,17401,0.9201279946895585,frequency_orders,1.0,0.03563709778538175
high,630,17401,0.9201279946895585,avg_order_value,114.85,0.009488866187075175
high,630,17401,0.9201279946895585,avg_basket_units,34.0,0.007855812445726886
high,630,17401,0.9201279946895585,avg_distinct_products_per_order,11.0,0.00459661858224112
high,630,17401,0.9201279946895585,recency_days,450.8305555555556,0.07550628403976162
high,630,17401,0.9201279946895585,customer_tenure_days,450.8305555555556,0.010482927110916277
high,630,17401,0.9201279946895585,unique_product_count,11.0,0.02521649979804512
high,630,17401,0.9201279946895585,net_spend,114.85,0.04459121587791047
high,630,17401,0.9201279946895585,mean_interpurchase_gap_days,0.0,0.024288742154062414
high,630,17401,0.9201279946895585,variance_interpurchase_gap_days,0.0,0.031171846928171158
high,630,17401,0.9201279946895585,purchase_frequency_trend,0.0,0.006321700839766138
high,630,17401,0.9201279946895585,seasonal_purchase_concentration,1.0,0.028501728900108866
high,630,17401,0.9201279946895585,return_rate,0.0,0.006429936061452566
high,630,17401,0.9201279946895585,markdown_affinity_proxy,0.0,0.004265954708143791
high,630,17401,0.9201279946895585,mean_product_popularity,0.0006526252426230314,0.0039521076894857175
high,630,17401,0.9201279946895585,median_product_popularity,0.0004975307731996757,0.0023651040415830493
high,630,17401,0.9201279946895585,max_product_popularity,0.0018453390053596436,0.003679025049020475
high,630,17401,0.9201279946895585,rare_product_share,0.0,0.0005083431591800277
high,630,17401,0.9201279946895585,category_affinity_01,0.0,0.002944783030277441
high,630,17401,0.9201279946895585,category_affinity_02,0.0,0.008340438269241348
high,630,17401,0.9201279946895585,category_affinity_03,0.0,-0.0009050148403293057
high,630,17401,0.9201279946895585,category_affinity_04,0.12015672616456248,0.001405676754449943
high,630,17401,0.9201279946895585,category_affinity_05,0.0,0.0009024240486044356
high,630,17401,0.9201279946895585,category_affinity_06,0.0,0.0025877022768551125
high,630,17401,0.9201279946895585,category_affinity_07,0.04440574662603396,-0.00592186361304992
high,630,17401,0.9201279946895585,category_affinity_08,0.0,0.00184901538390895
high,630,17401,0.9201279946895585,category_affinity_09,0.17239878101872008,0.004775751865618307
high,630,17401,0.9201279946895585,category_affinity_10,0.2568567696996082,0.0012394465690112168
high,630,17401,0.9201279946895585,category_affinity_11,0.0,0.008777262057121572
high,630,17401,0.9201279946895585,category_affinity_12,0.0,0.005473425291577853
high,630,17401,0.9201279946895585,category_affinity_13,0.11493252067914671,0.0010695177262144409
high,630,17401,0.9201279946895585,category_affinity_14,0.0,0.006138663572879035
high,630,17401,0.9201279946895585,category_affinity_15,0.0,0.0027369752458723537
high,630,17401,0.9201279946895585,category_affinity_16,0.0,0.0007219725424764471
high,630,17401,0.9201279946895585,category_affinity_17,0.0,0.0005423780267733394
high,630,17401,0.9201279946895585,category_affinity_18,0.0,0.0012706690316799953
high,630,17401,0.9201279946895585,category_affinity_19,0.0,0.0012399051702686695
high,630,17401,0.9201279946895585,category_affinity_20,0.0,0.0025381342147304613
high,630,17401,0.9201279946895585,category_affinity_21,0.0,0.015919809882815016
high,630,17401,0.9201279946895585,category_affinity_22,0.0,-5.0623056434032455e-05
high,630,17401,0.9201279946895585,category_affinity_23,0.0,0.0003719425155408916
high,630,17401,0.9201279946895585,category_affinity_24,0.0,0.0009451051783131939
high,630,17401,0.9201279946895585,category_affinity_25,0.23595994775794518,0.007445575416721161
high,630,17401,0.9201279946895585,category_affinity_26,0.0,0.00623517917050263
high,630,17401,0.9201279946895585,category_affinity_27,0.0,-0.00021965186085267524
high,630,17401,0.9201279946895585,category_affinity_28,0.0,0.005540708991437274
high,630,17401,0.9201279946895585,category_affinity_29,0.0,0.011397375631632796
