,frequency_orders,gross_spend,avg_order_value,avg_basket_units,avg_distinct_products_per_order,recency_days,customer_tenure_days,unique_product_count,net_spend,historical_customer_value,mean_interpurchase_gap_days,variance_interpurchase_gap_days,purchase_frequency_trend,seasonal_purchase_concentration,return_rate,markdown_affinity_proxy,mean_product_popularity,median_product_popularity,max_product_popularity,rare_product_share,category_affinity_unknown,category_affinity_00,category_affinity_01,category_affinity_02,category_affinity_03,category_affinity_04,category_affinity_05,category_affinity_06,category_affinity_07,category_affinity_08,category_affinity_09,category_affinity_10,category_affinity_11,category_affinity_12,category_affinity_13,category_affinity_14,category_affinity_15,category_affinity_16,category_affinity_17,category_affinity_18,category_affinity_19,category_affinity_20,category_affinity_21,category_affinity_22,category_affinity_23,category_affinity_24,category_affinity_25,category_affinity_26,category_affinity_27,category_affinity_28,category_affinity_29,engagement_score
mean_interpurchase_gap_days,-0.10096178610830808,-0.06184740291330365,0.007343945608556284,-0.008148473996103378,0.0014025681087332777,-0.2858641547526738,0.2557943959175173,-0.043617962810073505,-0.06356206991627346,-0.06356206991627346,1.0,0.31305512903568367,0.018526773006605032,-0.46032623567525616,-0.04288926619778023,0.03720286722333064,-0.01627453662740805,-0.04980461498374681,0.06463475761780098,0.01264889829865421,0.12479121802604354,-0.033981909750083916,-0.00550479599963152,0.004127231415389797,0.011558522215903672,-0.03722608219997219,-0.005382929586422804,-0.005376427422196641,-0.002094302696112391,0.005674656577804214,-0.014709520305261447,-0.004342212227648195,0.02428976264242324,-0.0070429475288564854,0.02903638559738358,0.007600060426503633,-0.010042378740086014,-0.03848988135462756,-0.030339257380238748,0.004112696668846232,0.0030046859257993087,0.014441958977702304,0.04330050474572771,0.03918776910377328,-0.01649134224892962,-0.010168549731835886,0.0016720635518774952,-0.02230349499145375,0.032975795445668483,-0.02724777790350984,0.02321708346927003,0.18528332507546907
variance_interpurchase_gap_days,-0.027278275193761598,-0.02972984302021547,-0.02106629179718248,-0.013257557021695806,-0.018183882935595263,-0.2251009606085778,0.22946804534276422,0.01389825019663763,-0.029854568140244453,-0.029854568140244453,0.31305512903568367,1.0,0.025288592357696923,-0.2019109439831688,0.010923419955544864,0.021350760795778554,-0.023652759517324783,-0.05034873797023802,0.08386447740201729,0.017816155557557365,0.08646674811998326,-0.008970024113625142,-0.002201309222466838,-0.019717041431309843,0.016742522896968384,-0.01810838884522205,-0.014912360495345238,-0.0054541744474032915,0.007228906662466316,-0.0016999781751670644,-0.0327898596614612,0.024133021167056113,-0.029842435660173243,-0.0057822524208795386,-0.01634005790241668,-0.015959968800661015,-0.008343274494017486,0.009709642892779402,0.013783272492898008,-0.003531193169309206,0.0034700119333689445,0.016153379212685202,0.016931656252702064,0.042948240458517806,-0.013464749854998796,0.010638570385866252,-0.007088580063729579,0.030929050054234127,-0.008131333061268828,-0.0166306956463394,-0.00011452672140204057,0.19975022487958577
purchase_frequency_trend,-0.0844138076940995,-0.06471306052215055,-0.007017827361602155,-0.0007950346063207196,-0.011174646852844639,-0.024474789943309046,0.004352647884336476,-0.07808748863209487,-0.06535902293603378,-0.06535902293603378,0.018526773006605032,0.025288592357696923,1.0,-0.0003556309334143238,-0.009097457518223207,-0.0034452362462264823,0.021064681064130047,0.02201636872976109,-0.0017462566659214136,0.02630926290256641,0.11672027461840859,-0.0037106907803189323,0.009711056007507685,-0.004352409151355287,-0.04497729999780896,-0.0071471961399702435,-0.007876262568303554,0.012254106790737483,-0.012133811652853613,-0.014945605344721936,0.01199875229225363,0.023190493867434023,-0.021363541196371214,0.0174369671994952,0.014000280221067305,-0.01814373241309291,-0.026520502200177917,-0.009328995168941314,-0.005634641473389286,-0.006542309841211481,-0.010219269774172653,0.025675820517302408,-0.013601487333840867,0.001929683041169995,-0.027942259631170974,0.025704654807981477,0.010313802902274263,0.0012283336716243198,0.03133980887934009,-0.014700874857976163,-0.008943586713218332,0.026651202175413707
seasonal_purchase_concentration,-0.3885276008766059,-0.19209197976039136,-0.040322273446960696,0.00915129822320429,-0.006794718386384923,0.6484757860388008,-0.49815535364401525,-0.432075877551498,-0.191753844457293,-0.191753844457293,-0.46032623567525616,-0.2019109439831688,-0.0003556309334143238,1.0,0.04765085570503923,-0.1295159201739515,-0.10049794019219499,-0.042795697596749074,-0.37001980587930644,-0.00522771563874338,-0.15812182654439613,-0.05033798306787616,0.016782373079873545,0.021996327471487043,0.017399425068208893,-0.017264207792588263,0.0380825817603848,-0.006116089108977254,-0.006427902542271865,-0.028038019531599102,0.024460026970396856,-0.019730673509940632,0.0002351268598060203,0.036028755208726636,0.028728053255121448,-0.013656253558016704,0.03147871031831899,0.037142644913972754,0.07049994257327055,0.024893400333433516,-0.0017744183812052302,-0.013935412066775454,0.0017220114310641627,0.0008568213732597188,-0.009658384626984652,-0.0038397075613303463,0.049123326737246606,0.01607233630554097,-0.06498728771308791,-0.0013647432530266032,-0.04753299220042072,-0.8086482517324854
return_rate,0.0021828452254042154,0.03083355982667804,0.15902777049364802,0.06791510332610125,-0.06138938625478603,0.04108134740954717,0.004728057636487969,-0.030063099880584518,0.0003852127094182326,0.0003852127094182326,-0.04288926619778023,0.010923419955544864,-0.009097457518223207,0.04765085570503923,1.0,0.04572041809819559,-0.03675980420786065,-0.03244982418648073,-0.053833197813935287,0.019020750308237425,-0.011901144456086244,-0.021508189385776345,0.06599271452549348,-0.011975383816534535,-0.016009043939324598,-0.00039181907088490093,-0.0064552173431146245,-0.014509596089912374,-0.007231220284257989,0.025275873703743137,-0.011167048343056351,-0.02493670254751313,-0.018917338823369507,0.009039303562924888,-0.04014949959073392,0.037980076813892455,0.009414560998554086,-0.012794832525527839,0.0006757601385951318,0.004550370052606042,0.02395653714396612,0.009839335594555947,0.007817478634301489,0.030695826009980498,-0.008687301068282862,0.015538745054876917,0.026844439074707956,0.01664012598243976,-0.02448138469984095,-0.017138488910634832,0.07096898849112412,-0.04744709973850617
markdown_affinity_proxy,0.1181629527370175,0.1552048140536244,0.20963473369036306,0.09673395423333761,-0.0879204186255501,-0.16210729531034304,-0.0006508117407359873,0.033225143709474936,0.15352724513727917,0.15352724513727917,0.03720286722333064,0.021350760795778554,-0.0034452362462264823,-0.1295159201739515,0.04572041809819559,1.0,0.010436737604150778,0.015045520938928225,-0.03497685521627032,-0.004714527427608044,0.06343044707191489,0.020005817006923735,0.024934715395066257,-0.015216369132099295,-0.016161158612801995,-0.006384707071095119,0.05594116704339315,-0.07755228936708897,-0.021178686554131403,0.05077541149808921,-0.0023720630847001056,0.009725350190408127,0.010083230934112808,-0.006919901283189088,-0.03603387081869491,-0.018140747985047962,-0.03707890325157451,-0.03512393023903574,-0.018965137772602773,-0.03160262499629667,0.004026006522607011,0.09808297163259419,-0.00670546022619228,0.024660304395646673,-0.00805126991568285,-0.05330007361879331,-0.007309703950433792,-0.027418845715501558,0.0003123180546371036,-0.0004896210608538602,-0.05104549996004197,0.23066555435318647
mean_product_popularity,0.05815328008873044,0.03719830532871789,-0.0016727767332810576,-0.058207089382785605,-0.13503173115697037,-0.09834430891821781,0.017298269055331297,-0.036324258382658806,0.035874431152570205,0.035874431152570205,-0.01627453662740805,-0.023652759517324783,0.021064681064130047,-0.10049794019219499,-0.03675980420786065,0.010436737604150778,1.0,0.8805312118046374,0.4444381005430353,-0.11465011515264567,-0.03670070621017533,0.34628616726700323,-0.0975660625139818,-0.10021597338039279,-0.0619412811207883,-0.007372610142530294,-0.026675780754808063,0.06003334758964523,-0.12055952987253023,0.09901472982040195,0.014376382795725628,0.10138875375729968,0.0023406307614423677,-0.110319030617104,-0.11978971229243454,-0.11429759800160205,-0.025104647821669695,-0.07351448842542221,-0.15284523955193635,-0.09341090587327767,-0.10796607938956584,0.1966488900697354,-0.06982964963032677,-0.09416280972430374,-0.013140802360552008,-0.06615114824804628,-0.1385936639951765,-0.08233886868444022,0.06838545245633104,-0.08974076357740905,-0.05758110150777002,0.10311792945503949
median_product_popularity,0.03717134792177164,0.03350476448913879,0.0023971353679036207,-0.04424448390649487,-0.15471284338473387,-0.07550043926391199,-0.030143105099375456,-0.06712321829864094,0.032854645072815235,0.032854645072815235,-0.04980461498374681,-0.05034873797023802,0.02201636872976109,-0.042795697596749074,-0.03244982418648073,0.015045520938928225,0.8805312118046374,1.0,0.1719478101514278,-0.11717831505009675,-0.029072968102465378,0.38139766228340805,-0.08704976179258306,-0.07224223887921588,-0.002878974185613442,-0.027538766249420525,-0.03694099526902568,7.286511379265907e-05,-0.108370745272504,0.057863162192867634,-0.013923280434672967,0.16691484108612653,0.02304816172364436,-0.10481922830137386,-0.1192414566602117,-0.10076028899903892,0.005199607843998745,-0.09037405420723507,-0.17335071381721567,-0.10081118556694167,-0.0978789229666388,0.051219172441265844,-0.08740898951615796,-0.09767784901350875,-0.01272404264148631,-0.06209244393732942,-0.11913330316904172,-0.05819831284262543,0.059601683558680923,-0.08294385789987094,-0.05747030812882484,0.06308659494396748
max_product_popularity,0.24899219751534665,0.13515350763543715,0.03438042658542792,-0.035345335612108085,0.2882095429232353,-0.2760683376251595,0.22195002227728547,0.402671773424151,0.137146330812668,0.137146330812668,0.06463475761780098,0.08386447740201729,-0.0017462566659214136,-0.37001980587930644,-0.053833197813935287,-0.03497685521627032,0.4444381005430353,0.1719478101514278,1.0,-0.030909731192953486,0.007538928110639428,0.024696106029220066,-0.03849991268091818,-0.0754193424632651,-0.11152889403278747,0.064610970156189,-0.07765669217299076,0.17042804439738224,-0.05097366505576905,0.07150716712687345,0.001607400262173783,-0.014493406821454674,-0.04916572385667409,-0.0382034086894907,-0.03188143493724789,-0.0546155665083914,-0.04781800934014114,0.020528188902820925,-0.03310616580079393,0.00269214902571331,-0.04610787235726961,0.20593737082586486,-0.03363225106112765,-0.023420957921987735,-0.0016911494330813111,-0.007936001212076117,-0.0929339938462394,-0.005257294622969552,0.10039212745330012,-0.021144385394839524,0.04219019230368844,0.40563045668592146
rare_product_share,-0.0005122836266833106,0.008560585130872048,0.018689211952290088,0.04687987885220714,-0.004631963202661076,0.006778304578490584,0.012972560795202826,0.0046249256611925966,0.00857216062477018,0.00857216062477018,0.01264889829865421,0.017816155557557365,0.02630926290256641,-0.00522771563874338,0.019020750308237425,-0.004714527427608044,-0.11465011515264567,-0.11717831505009675,-0.030909731192953486,1.0,0.10484178054151035,-0.028151097991257434,-0.00517058554677495,-0.029068085768951403,-0.034623372489675855,-0.03018363475505625,0.006157358868398181,-0.001497285408493806,-0.01424925185000683,0.006291758013889832,-0.0167215461237627,-0.04822321601625242,-0.02218865982841672,-0.014443791225484098,-0.017883705651340672,0.014366658660251101,0.025973428386596022,0.10143030330955737,0.059973439589482265,0.005609185288076339,0.010006097750681321,-0.009129800205497668,-0.002723365118936497,0.07170147199206738,-0.0071905026426170165,-0.0031510485648228773,0.1461223010227078,-0.01589766287532846,-0.018902827737229212,-0.008065485920213947,-0.024655656562636904,0.005975713232208335
category_affinity_unknown,0.043151813081611146,0.018627353227733838,0.006021935459840184,-0.00294831544668367,-0.006543563333986794,-0.24450099651100612,-0.04327667366704208,0.057628276540104426,0.019629016983565964,0.019629016983565964,0.12479121802604354,0.08646674811998326,0.11672027461840859,-0.15812182654439613,-0.011901144456086244,0.06343044707191489,-0.03670070621017533,-0.029072968102465378,0.007538928110639428,0.10484178054151035,1.0,-0.014228327851188986,-0.018200229625203554,-0.014640700078497947,-0.0016645957322103226,-0.027916699706853572,0.014791272681892967,-0.004694368549801769,-0.011018043391961191,-0.0071133997351151374,-0.01084467478131084,-0.03303204812366465,0.02173167430704069,0.004120508286440247,-0.010933239022367248,0.05540096746259376,-0.04077273452298321,-0.015166821298486968,-0.029537707803070752,-0.013502040671586649,-0.013447226090415073,-0.0049071632775225995,-0.022536455979383228,-0.02052143452866658,-0.025305448587521512,-0.02923647497283403,-0.032066902747709194,-0.0129286313367884,-0.020753564207804543,0.023290655749770194,-0.00222584942274552,0.2167885306976464
category_affinity_00,0.04267223301235163,0.03365377705536553,0.013711033625637343,-0.0030380670611496186,-0.035457100147693744,-0.0474571562914125,0.03850252656007897,0.024469167631565834,0.03551465123477433,0.03551465123477433,-0.033981909750083916,-0.008970024113625142,-0.0037106907803189323,-0.05033798306787616,-0.021508189385776345,0.020005817006923735,0.34628616726700323,0.38139766228340805,0.024696106029220066,-0.028151097991257434,-0.014228327851188986,1.0,-0.0629471953350438,-0.023115249859939332,-0.0597600936749102,-0.11640644188667666,-0.11065899038820265,-0.14048496318892614,-0.042590252060789986,-0.11047372547928398,-0.08097716112657335,-0.07155804975083949,-0.01612291170615802,-0.0849405155736503,-0.06015113591672748,-0.06809504200223844,-0.04053464247052318,-0.04522769916425187,-0.08368043915272023,-0.11716555885120541,-0.02122022368486966,-0.12557898603982207,-0.09650209771929066,-0.04253265737096511,-0.08417415133586861,-0.03982995884064879,-0.07428919344697948,-0.05859216300609527,-0.10457135926634092,-0.06307665546108313,-0.04229353740161703,0.07174358439635424
category_affinity_01,0.004668668275739628,-0.004905056083637785,-0.014131648697444857,0.006911925650215689,-0.029714351600540017,0.0367138044460435,0.02890362928630384,-0.006705150814885357,-0.004749218641657089,-0.004749218641657089,-0.00550479599963152,-0.002201309222466838,0.009711056007507685,0.016782373079873545,0.06599271452549348,0.024934715395066257,-0.0975660625139818,-0.08704976179258306,-0.03849991268091818,-0.00517058554677495,-0.018200229625203554,-0.0629471953350438,1.0,-0.030800763129252662,-0.04081391126762929,-0.037428357319195936,-0.023519132912560338,-0.03308813962713118,-0.02864070053439291,-0.012278486980400615,-0.026811754574557336,-0.06927923340975106,-0.032474169093055213,-0.024973141014831616,-0.009472955004013902,-0.03232455571039526,-0.04349253776180083,0.005610735552907531,0.0036513717302753047,0.006491067949489047,0.006268746720647871,-0.004723918513611038,0.008760950650029483,0.006236217779910993,-0.026759511603917752,0.009172833903215733,-0.029553621148340762,-0.035907853741941116,-0.029051999093538027,-0.015847734124868278,-0.024669227487004158,-0.024617927830220432
category_affinity_02,-0.029126898325268803,-0.014248211215458568,-0.003301859594952122,-0.002041411955141819,0.041372904740733615,-0.01197576188008674,-0.058155829674377844,-0.014549715765522558,-0.012636179674119905,-0.012636179674119905,0.004127231415389797,-0.019717041431309843,-0.004352409151355287,0.021996327471487043,-0.011975383816534535,-0.015216369132099295,-0.10021597338039279,-0.07224223887921588,-0.0754193424632651,-0.029068085768951403,-0.014640700078497947,-0.023115249859939332,-0.030800763129252662,1.0,0.03857258242048709,-0.044863566350865795,-0.04847137546634556,-0.09454147503056443,0.0011905418621214366,-0.05146872153353943,-0.06534026730886927,-0.0410696730938429,0.061703042968391214,-0.03433368671016236,-0.03404915143226052,0.018904355067769316,0.06636579453503795,-0.04705394353457568,-0.01846060918597061,-0.05506893079969931,-0.03822011324106043,-0.06030390442690536,0.013152997109751641,-0.023719545960654224,-0.05093232933642889,-0.024610832734877793,-0.016902643324711367,-0.02996256926099575,-0.02630855546154789,-0.02176054341422859,0.0033779109531704484,-0.01674557565896098
category_affinity_03,-0.019570634803401293,-0.005711686762818024,0.020185567734671846,0.03850793016760889,0.004377505737512296,-0.014687946420851231,-0.03340597294427892,-0.017346210705957477,-0.005113995100448277,-0.005113995100448277,0.011558522215903672,0.016742522896968384,-0.04497729999780896,0.017399425068208893,-0.016009043939324598,-0.016161158612801995,-0.0619412811207883,-0.002878974185613442,-0.11152889403278747,-0.034623372489675855,-0.0016645957322103226,-0.0597600936749102,-0.04081391126762929,0.03857258242048709,1.0,-0.0586223503708759,-0.09525106129310884,-0.13959255360999748,0.02122881750866671,-0.07493682413129615,-0.04412127991056828,-0.10106338873845193,0.05980931513959773,-0.07222849857114902,-0.04566805485387063,0.04168741063622162,-0.0043376916204834835,-0.03942091499534045,-0.02977645488066922,-0.08199821130299786,-0.001557754877385535,-0.1162281248424283,0.015605847244977412,-0.033223847729509856,-0.05658035212725196,-0.0396417838581806,-0.055463793297631375,-0.03797184585087474,-0.11736310341610896,-0.025246101200862806,-0.02235384267499325,-0.0033008620774208075
category_affinity_04,0.021311469675805345,0.02640138356200822,0.04242899588381738,0.04243885229360884,0.05414774322913765,-0.0010049276272567403,0.00687338356253548,0.04156795163577324,0.025744890599368842,0.025744890599368842,-0.03722608219997219,-0.01810838884522205,-0.0071471961399702435,-0.017264207792588263,-0.00039181907088490093,-0.006384707071095119,-0.007372610142530294,-0.027538766249420525,0.064610970156189,-0.03018363475505625,-0.027916699706853572,-0.11640644188667666,-0.037428357319195936,-0.044863566350865795,-0.0586223503708759,1.0,-0.05121624640116765,-0.007913970279970338,-0.003974318097793066,0.07100374603320696,0.07694048675930033,-0.042680208678729854,-0.03871889116175315,-0.06538428004058469,-0.05691917044863166,-0.024330972167229948,-0.003787135817699671,-0.008602955836657308,-0.045507640388715735,-0.021520005652649728,0.008312225585428672,-0.08327490192341025,-0.028183763586027488,-0.015317482106181123,-0.007906380920968233,0.005304406130497804,-0.036176087267564716,0.01799606852453492,0.03552360193089969,0.005104294165436534,-0.01691650158042531,0.03218430119010005
